Référence	ContexteGauche	Pivot	ContexteDroit   [type="VERcjg" & word=".*et"]
roland	p. 242, v. 3421	La bataille est de merveillus destreit. AOI. E Malpramis par mi le camp	chevalchet	; De cels de France i fait mult grant damage. Naimes li dux fierement
roland	p. 242, v. 3423	De cels de France i fait mult grant damage. Naimes li dux fierement le	reguardet	, Vait le ferir cum hume vertudable. De sun escut li freint la pene
roland	p. 242, v. 3426	sun escut li freint la pene halte, De sun osberc les dous pans li	desaffret	, El cors li met tute l'enseigne jalne, Que mort l'abat entre
roland	p. 242, v. 3427	pene halte, De sun osberc les dous pans li desaffret, El cors li	met	tute l'enseigne jalne, Que mort l'abat entre.VII. C. des altres.
roland	p. 242, v. 3430	des altres. Reis Canabeus, le frere a l'amiraill, Des esporuns ben	brochet	sun cheval ; Trait ad l'espee, le punt est de cristal. Si
roland	p. 242, v. 3434	une meitiet l'en fruissed d'une part ; Al brant d'acer l'en	trenchet	.V. des laz. Li capelers un dener ne li valt : Trenchet la coife
roland	p. 242, v. 3436	l'en trenchet.V. des laz. Li capelers un dener ne li valt :	Trenchet	la coife entresque a la char, Jus a la tere une piece en abat
roland	p. 244, v. 3445	Naimes li dux tant par est anguissables, E li paiens de ferir mult le	hastet	. Carles li dist : « Culvert, mar le baillastes ! » Vait le
roland	p. 244, v. 3448	ferir par sun grant vasselage : L'escut li freint, cuntre le coer li	quasset	, De sun osberc li desrumpt la ventaille, Que mort l'abat ; la
roland	p. 244, v. 3463	i ad celoi n'i fierge o n'i capleit. AOI. Li amiralz	chevalchet	par le camp, Si vait ferir le cunte Guineman. Cuntre le coer li
roland	p. 244, v. 3465	par le camp, Si vait ferir le cunte Guineman. Cuntre le coer li	fruisset	l'escut blanc, De sun osberc li derumpit les pans, Les dous costez
roland	p. 244, v. 3467	escut blanc, De sun osberc li derumpit les pans, Les dous costez li	deseivret	des flancs, Que mort l'abat de sun cheval curant. Puis ad ocis
roland	p. 246, v. 3490	dulor li poüst suvenir ! Ceste bataille est mult fort a suffrir. Li amiralz	recleimet	Apolin E Tervagan e Mahumet altresi : « Mi damnedeu, jo vos ai mult
roland	p. 246, v. 3496	» AOI. As li devant un soen drut, Gemalfin ; Males nuveles li	aportet	e dit : « Baligant, sire, mal estes oi baillit. Perdut avez
roland	p. 246, v. 3502	est l'uns, ço m'est vis : Granz ad le cors, ben	resenblet	marchis, Blanc'ad la barbe cume flur en avrill. » Li amiralz en
roland	p. 246, v. 3505	flur en avrill. » Li amiralz en ad le helme enclin E aprés sin	enbrunket	sun vis. Si grant doel ad sempres quiad murir, Sin apelat Jangleu l'
roland	p. 248, v. 3511	e vostre saveir est grant ; Vostre conseill ai tuz tenz. Que vos en	semblet	d'Arrabiz e de Francs ? Avrum nos la victorie del champ ? » E
roland	p. 248, v. 3523	en espine : Cument qu'il seit, ne s'i voelt celer mie.	Met	a sa buche une clere buisine, Sunet la cler, que si paien l'
roland	p. 248, v. 3524	ne s'i voelt celer mie. Met a sa buche une clere buisine,	Sunet	la cler, que si paien l'oïrent ; Par tut le camp ses cumpaignes
roland	p. 248, v. 3536	d'Argone, Gefrei d'Anjou e Jozeran le cunte ; Mult fierement Carlun en	araisunet	: « Veez paien cum ocient voz humes ! Ja Deu ne placet qu'el
roland	p. 248, v. 3538	Carlun en araisunet : « Veez paien cum ocient voz humes ! Ja Deu ne	placet	qu'el chef portez corone, S'or n'i ferez pur venger vostre hunte
roland	p. 248, v. 3540	ferez pur venger vostre hunte ! » N'i ad icel ki un sul mot	respundet	; Brochent ad eit, lor cevals laissent cure, Vunt les ferir la o
roland	p. 250, v. 3547	teneit. Mult par est proz danz Ogers li Daneis ; Puint le ceval,	laisset	curre ad espleit, Si vait ferir celui ki le dragun teneit, Qu'Ambure
roland	p. 250, v. 3556	e Carlemagnes dreit. Paien d'Arabe s'en turnent plus.C., Li emperere	recleimet	ses parenz : « Dites, baron, por Deu, si m'aidereiz.
roland	p. 250, v. 3559	» Respundent Francs : « Mar le demandereiz. Trestut seit fel ki n'i	fierget	a espleit ! » AOI. Passet li jurz, si turnet a la vespree
roland	p. 250, v. 3560	demandereiz. Trestut seit fel ki n'i fierget a espleit ! » AOI.	Passet	li jurz, si turnet a la vespree. Franc e païen i fierent des
roland	p. 250, v. 3560	ki n'i fierget a espleit ! » AOI. Passet li jurz, si	turnet	a la vespree. Franc e païen i fierent des espees. Cil sunt vassal
roland	p. 250, v. 3578	les espees. Ceste bataille n'en ert mais destornee : Seinz hume mort ne	poet	estre achevee. AOI. Mult est vassal Carles de France dulce ; Li amiralz
roland	p. 252, v. 3580	est vassal Carles de France dulce ; Li amiralz, il nel crent ne ne	dutet	. Cez lor espees tutes nues i mustrent, Sur cez escuz mult granz colps
roland	p. 252, v. 3586	fierent il nud a nud sur lur bronies ; Des helmes clers li fuus en	escarbunet	. Ceste bataille ne poet remaneir unkes, Josque li uns sun tort i reconuisset
roland	p. 252, v. 3587	sur lur bronies ; Des helmes clers li fuus en escarbunet. Ceste bataille ne	poet	remaneir unkes, Josque li uns sun tort i reconuisset. AOI. Dist l'
roland	p. 252, v. 3588	escarbunet. Ceste bataille ne poet remaneir unkes, Josque li uns sun tort i	reconuisset	. AOI. Dist l'amiraill : « Carles, kar te purpenses, Si
roland	p. 252, v. 3597	Pais ne amor ne dei a paien rendre. Receif la lei que Deus nos	apresentet	, Chrestïentet, e puis te amerai sempres ; Puis serf e crei le rei
roland	p. 252, v. 3605	l'elme d'acer brun, Desur la teste li ad frait e fendut ;	Met	li l'espee sur les chevels menuz, Prent de la carn grant pleine palme
roland	p. 252, v. 3608	grant pleine palme e plus : Iloec endreit remeint li os tut nut. Carles	cancelet	, por poi qu'il n'est caüt ; Mais Deus ne volt qu'il
roland	p. 252, v. 3611	il seit mort ne vencut. Seint Gabriel est repairet a lui, Si li	demandet	: « Reis magnes, que fais tu ? » Quant Carles oït la seinte
roland	p. 254, v. 3614	la seinte voiz de l'angle, Nen ad poür ne de murir dutance ;	Repairet	loi vigur e remembrance. Fiert l'amiraill de l'espee de France, L'
roland	p. 254, v. 3617	de l'espee de France, L'elme li freint o li gemme reflambent,	Trenchet	la teste pur la cervele espandre E tut le vis tresqu'en la barbe blanche
roland	p. 254, v. 3620	tresqu'en la barbe blanche, Que mort l'abat senz nule recuvrance. Munjoie	escriet	pur la reconuisance. A icest mot venuz i est dux Neimes : Prent Tencendur
roland	p. 254, v. 3630	vos vi plurer des oilz. » Respondent Franc : « Sire, ço nus	estoet	. » Cascuns i fiert tanz granz colps cum il poet. Poi s'en
roland	p. 254, v. 3631	Sire, ço nus estoet. » Cascuns i fiert tanz granz colps cum il	poet	. Poi s'en estoerstrent d'icels ki sunt iloec. Granz est li calz
roland	p. 254, v. 3633	en estoerstrent d'icels ki sunt iloec. Granz est li calz, si se	levet	la puldre. Paien s'en fuient e Franceis les anguissent ; Li enchalz duret
roland	p. 254, v. 3635	levet la puldre. Paien s'en fuient e Franceis les anguissent ; Li enchalz	duret	d'ici qu'en Sarraguce. Em sum sa tur muntee est Bramidonie, Ensembl'
roland	p. 256, v. 3644	a si grant hunte ! » Quant l'ot Marsilie, vers sa pareit se	turnet	, Pluret des oilz, tute sa chere enbrunchet ; Morz est de doel,
roland	p. 256, v. 3645	grant hunte ! » Quant l'ot Marsilie, vers sa pareit se turnet,	Pluret	des oilz, tute sa chere enbrunchet ; Morz est de doel, si cum
roland	p. 256, v. 3645	Marsilie, vers sa pareit se turnet, Pluret des oilz, tute sa chere	enbrunchet	; Morz est de doel, si cum pecchet l'encumbret. L'anme de
roland	p. 256, v. 3646	, tute sa chere enbrunchet ; Morz est de doel, si cum pecchet l'	encumbret	. L'anme de lui as vifs diables dunet. AOI. Paien sunt morz
roland	p. 256, v. 3651	E Carles ad sa bataille vencue. De Sarraguce ad la porte abatue : Or	set	il ben que elle n'est mais defendue. Prent la citet, sa gent
roland	p. 256, v. 3657	li ad rendues : Les dis sunt grandes, les cinquante menues. Mult ben	espleitet	qui Damnesdeus aiuet. Passet li jurz, la noit est aserie ; Clers est
roland	p. 256, v. 3657	: Les dis sunt grandes, les cinquante menues. Mult ben espleitet qui Damnesdeus	aiuet	. Passet li jurz, la noit est aserie ; Clers est la lune e
roland	p. 256, v. 3658	dis sunt grandes, les cinquante menues. Mult ben espleitet qui Damnesdeus aiuet.	Passet	li jurz, la noit est aserie ; Clers est la lune e les esteiles
roland	p. 256, v. 3674	reïne. En France dulce iert menee caitive : Ço voelt li reis par amur	cunvertisset	. Passet la noit, si apert le cler jor. De Sarraguce Carles guarnist
roland	p. 258, v. 3675	En France dulce iert menee caitive : Ço voelt li reis par amur cunvertisset.	Passet	la noit, si apert le cler jor. De Sarraguce Carles guarnist les turs
roland	p. 258, v. 3679	; Mil chevalers i laissat puigneürs ; Guardent la vile a oes l'empereor.	Muntet	li reis e si hume trestuz E Bramidonie, qu'il meinet en sa prisun
roland	p. 258, v. 3680	l'empereor. Muntet li reis e si hume trestuz E Bramidonie, qu'il	meinet	en sa prisun ; Mais n'ad talent que li facet se bien nun.
roland	p. 258, v. 3681	Bramidonie, qu'il meinet en sa prisun ; Mais n'ad talent que li	facet	se bien nun. Repairez sunt a joie e a baldur. Passent Nerbone par
roland	p. 258, v. 3686	; Vint a Burdeles, la citet de Desur l'alter seint Sevrin le baron	Met	l'oliphan plein d'or e de manguns : Li pelerin le veient ki la
roland	p. 258, v. 3688	plein d'or e de manguns : Li pelerin le veient ki la vunt.	Passet	Girunde a mult granz nefs qu'i sunt ; Entresqu'a Blaive ad cunduit sun
roland	p. 258, v. 3695	gisent li baron. Francs les cumandent a Deu e a ses nuns. Carles	cevalchet	e les vals e les munz ; Entresqu'a Ais ne volt prendre sujurn.
roland	p. 258, v. 3699	descent al perrun. Cume il est en sun paleis halçur, Par ses messages	mandet	ses jugeors, Baivers e Saisnes, Loherencs e Frisuns ; Alemans mandet, si
roland	p. 258, v. 3701	ses messages mandet ses jugeors, Baivers e Saisnes, Loherencs e Frisuns ; Alemans	mandet	, si mandet Borguignuns E Peitevins e Normans e Bretuns, De cels de France
roland	p. 258, v. 3701	ses jugeors, Baivers e Saisnes, Loherencs e Frisuns ; Alemans mandet, si	mandet	Borguignuns E Peitevins e Normans e Bretuns, De cels de France des plus saives
roland	p. 258, v. 3704	e Bretuns, De cels de France des plus saives qui sunt. Dés or	cumencet	le plait de Guenelun. Li empereres est repairet d'Espaigne E vient a Ais
roland	p. 260, v. 3707	est repairet d'Espaigne E vient a Ais, al meillor sied de France ;	Muntet	el palais, est venut en la sale. As li Alde venue, une
roland	p. 260, v. 3712	cume sa per a prendre ? » Carles en ad e dulor e pesance,	Pluret	des oilz, tiret sa barbe blance : « Soer, cher'amie, de
roland	p. 260, v. 3712	prendre ? » Carles en ad e dulor e pesance, Pluret des oilz,	tiret	sa barbe blance : « Soer, cher'amie, de hume mort me demandes
roland	p. 260, v. 3720	ne ses angles Aprés Rollant que jo vive remaigne ! » Pert la culor,	chet	as piez Carlemagne, Sempres est morte. Deus ait mercit de l'anme !
roland	p. 260, v. 3724	plurent e si la pleignent. Alde la bel'est a sa fin alee.	Quidet	li reis que el se seit pasmee ; Pitet en ad, sin pluret l'
roland	p. 260, v. 3725	. Quidet li reis que el se seit pasmee ; Pitet en ad, sin	pluret	l'emperere ; Prent la as mains, si l'en ad relevee. Desur
roland	p. 262, v. 3743	dulur iloec atent sun plait. Il est escrit en l'ancïene geste Que Carles	mandet	humes de plusurs teres. Asemblez sunt ad Ais, a la capele. Halz
roland	p. 262, v. 3747	est grande la feste, Dient alquanz, del baron seint Silvestre. Dés ore	cumencet	le plait e les noveles De Guenelun, ki traïsun ad faite. Li emperere
roland	p. 264, v. 3780	: « A conseill en irums. » Quant Guenes veit que ses granz plaiz	cumencet	, De ses parenz ensemble od li out trente. Un en i ad a
roland	p. 264, v. 3784	qui li altre entendent : Ço est Pinabel, del castel de Sorence ; Ben	set	parler e dreite raisun rendre ; Vassals est bons por ses armes defendre. AOI
roland	p. 264, v. 3789	Dist Pinabel : « Vos serez guarit sempres. N'i ad Francés ki vos	juget	a pendre, U l'emperere les noz dous cors en asemble, Al brant
roland	p. 264, v. 3801	e si preium le rei Que Guenelun cleimt quite ceste feiz, Puis si li	servet	par amur e par feid. Morz est Rollant, ja mais nel revereiz ;
roland	p. 266, v. 3810	Sire, nus vos prium Que clamez quite le cunte Guenelun, Puis si vos	servet	par feid e par amor. Vivre le laisez, car mult est gentilz hoem
roland	p. 266, v. 3817	enbrunchit e la chere e le vis, Al doel qu'il ad si se	cleimet	caitifs. Ais li devant uns chevalers, Tierris, Frere Gefrei, a un
roland	p. 268, v. 3845	ad fait. Jo si li fals, od lui m'en cumbatrai. »	Met	li el poign de cerf le destre guant. Dist li empereres : « Bons
roland	p. 268, v. 3872	. Idunc plurerent.C. milie chevalers Qui pur Rollant de Tierri unt pitiet. Deus	set	asez cument la fins en ert. Dedesuz Ais est la pree mult large.
roland	p. 270, v. 3898	en tendrai cunseill. Tut seie fel, se jo mie l'otrei ! Deus	facet	hoi entre nus dous le dreit ! » AOI. Ço dist Tierri : «
roland	p. 270, v. 3906	ert jur que il n'en seit parlet. » Dist Pinabel : « Ne	placet	Damnedeu ! Sustenir voeill trestut mun parentet ; N'en recrerrai pur nul hume mortel
roland	p. 272, v. 3912	capler Desur cez helmes, ki sunt a or gemez ; Cuntre le ciel en	volet	li fous tuz clers. Il ne poet estre qu'il seient desevrez : Seinz
roland	p. 272, v. 3913	or gemez ; Cuntre le ciel en volet li fous tuz clers. Il ne	poet	estre qu'il seient desevrez : Seinz hume mort ne poet estre afinet. AOI
roland	p. 272, v. 3914	clers. Il ne poet estre qu'il seient desevrez : Seinz hume mort ne	poet	estre afinet. AOI. Mult par est proz Pinabel de Sorence, Si fiert
roland	p. 272, v. 3918	, que l'erbe en fait esprendre. Del brant d'acer la mure li	presentet	. Desur le frunt li ad faite descendre. Em mi le vis li ad
roland	p. 272, v. 3923	desclot josque par sum le ventre. Deus le guarit, que mort ne l'	acraventet	. AOI. Ço veit Tierris que el vis est ferut : Li sancs tuz
roland	p. 272, v. 3925	. Ço veit Tierris que el vis est ferut : Li sancs tuz clers en	chiet	el pred herbus. Fiert Pinabel sur l'elme d'acer brun, Jusqu'al
roland	p. 272, v. 3941	sa brace, Tert lui le vis od ses granz pels de martre, Celes	met	jus, puis li afublent altres ; Mult suavet le chevaler desarment. Munter l'
roland	p. 274, v. 3944	suavet le chevaler desarment. Munter l'unt fait en une mule d'Arabe ;	Repairet	s'en a joie e a barnage ; Vienent ad Ais, descendent en la
roland	p. 274, v. 3946	e a barnage ; Vienent ad Ais, descendent en la place. Dés or	cumencet	l'ocisïun des altres. Carles apelet ses cuntes e ses dux : « Que
roland	p. 274, v. 3947	, descendent en la place. Dés or cumencet l'ocisïun des altres. Carles	apelet	ses cuntes e ses dux : « Que me loez de cels qu'ai retenuz
roland	p. 274, v. 3952	. » Respundent Franc : « Ja mar en vivrat uns ! » Li reis	cumandet	un soen veier, Basbrun : « Va, sis pent tuz a l'arbre
roland	p. 274, v. 3955	de mal fust ! Par ceste barbe dunt li peil sunt canuz, Se uns	escapet	, morz ies e cunfunduz. » Cil li respunt : « Qu'en fereie
roland	p. 274, v. 3963	Bretun e Norman. Sor tuit li altre l'unt otriet li Franc Que Guenes	moerget	par merveillus ahan. Quatre destrers funt amener avant, Puis si li lient e
roland	p. 276, v. 3980	caitive franche. Tant ad oït e sermuns e essamples Creire voelt Deu, chrestïentet	demandet	. Baptizez la, pur quei Deus en ait l'anme. » Cil li
roland	p. 276, v. 3991	justice E esclargiez est la sue grant ire, En Bramidonie ad chrestïentet mise,	Passet	li jurz, la nuit est aserie. Culcez s'est li reis en sa
roland	p. 276, v. 4001	: « Deus, dist li reis, si penuse est ma vie ! »	Pluret	des oilz, sa barbe blanche tiret. Ci falt la geste que Turoldus declinet
roland	p. 276, v. 4001	, si penuse est ma vie ! » Pluret des oilz, sa barbe blanche	tiret	. Ci falt la geste que Turoldus declinet.
roland,    p. 276, v. 4002	Pluret des oilz, sa barbe blanche tiret. Ci falt la geste que Turoldus	declinet	.
